Content Type,Video title,Video publish date,Video publish year,definition,caption,pushblishDayName,tagCount,noOfWordsInTitle,durationSecs,likeCount,commentCount,Views,View-to-Like Ratio,Comments per View,Views per Minute,Interaction Rate
Video,How To Think Of Good Video Ideas (Tips),13-08-2023,2023,hd,FALSE,Saturday,10,8,371,5427,453,74701,7.264962986,0.606417585,12081.02426,7.871380571
Video,15000 Subscribers Speedart!,14-08-2023,2023,hd,FALSE,Friday,6,3,89,2535,434,57280,4.425628492,0.757681564,38615.73034,5.183310056
Video,Whats That Song Name?,15-08-2023,2023,hd,FALSE,Thursday,4,4,112,6876,1475,168151,4.089181747,0.877187766,90080.89286,4.966369513
Video,The Anti-Beast (R.I.P. Beast),16-08-2023,2023,hd,FALSE,Wednesday,7,4,159,13978,1013,375587,3.721641058,0.269711145,141730.9434,3.991352203
Video,Reacting To Family Accounts (MamaBeast MrBeastsLaptop Etc),17-08-2023,2023,hd,FALSE,Tuesday,4,7,595,19687,2050,901273,2.184354796,0.227456054,90884.67227,2.41181085
Video,Do Youtubers Pay Taxes????? (USA),18-08-2023,2023,hd,FALSE,Saturday,9,5,389,3367,415,75949,4.433238094,0.546419308,11714.49871,4.979657402
Video,Why Does This Video Have No Thumbnail?,19-08-2023,2023,hd,FALSE,Tuesday,12,7,181,2951,447,55574,5.310037068,0.804332961,18422.32044,6.114370029
Video,How To Make Illuminati Confirmed Videos Like Peladophobian,20-08-2023,2023,hd,FALSE,Saturday,9,8,254,3701,378,156478,2.365188717,0.241567505,36963.30709,2.606756221
Video,Totally 100\% Real Epic Ping Pong Trickshots,21-08-2023,2023,hd,FALSE,Friday,8,7,81,3118,280,49321,6.321850733,0.567709495,36534.07407,6.889560228
Video,Exams Be Like,22-08-2023,2023,hd,FALSE,Thursday,7,3,262,7767,593,190421,4.078856849,0.311415233,43607.8626,4.390272081
Video,How Many People Have A Silver Play Button????,23-08-2023,2023,hd,FALSE,Tuesday,9,8,213,6065,539,155985,3.888194378,0.345546046,43939.43662,4.233740424
Video,How To Get More Views And Subscribers On Youtube (2016),24-08-2023,2023,hd,FALSE,Thursday,24,10,207,2535,287,46590,5.441081777,0.61601202,13504.34783,6.057093797
Video,Should You Do COD Commentaries In 2016????,25-08-2023,2023,hd,FALSE,Wednesday,8,7,227,1016,256,31700,3.205047319,0.807570978,8378.854626,4.012618297
Video,THINGS I HATE #1,26-08-2023,2023,hd,FALSE,Wednesday,8,4,225,12335,1592,321978,3.831007087,0.49444372,85860.8,4.325450807
Video,Worst MrBeast6000 Intros?? (Fan Made!),27-08-2023,2023,hd,FALSE,Monday,13,5,153,11899,1771,432704,2.749916802,0.409286718,169687.8431,3.15920352
Video,Dear Razer Can I Have My 70$ Back?????,28-08-2023,2023,hd,FALSE,Sunday,10,8,179,352445,26685,7497151,4.70105244,0.355935208,2513011.508,5.056987648
Video,How Many People Get The Golden Play Button? (1000000 Subscribers),29-08-2023,2023,hd,FALSE,Saturday,15,10,176,2529,443,82769,3.05549179,0.535224541,28216.70455,3.590716331
Video,Spam404 Has Terminated 5000000 Videos (Including Pewdiepie),30-08-2023,2023,hd,FALSE,Thursday,10,7,143,2278,282,87829,2.593676348,0.321078459,36851.32867,2.914754808
Video,MrBeast6000s First Video (So Bad lol),31-08-2023,2023,hd,FALSE,Thursday,4,6,187,479666,35317,12110386,3.960782092,0.291625717,3885685.348,4.252407809
Video,The Evolution Of My Youtube Banners,01-09-2023,2023,hd,FALSE,Wednesday,4,6,59,1654,375,44853,3.687601721,0.836064477,45613.22034,4.523666198
Video,Shark Tank Most Successful Products Entrepreneurs Or Businesses 2015,02-09-2023,2023,hd,FALSE,Sunday,8,9,294,974,178,128467,0.758171359,0.138556984,26217.7551,0.896728343
Video,Direct T.V. Commercial Parody!  (Free gameplay trailer),03-09-2023,2023,hd,FALSE,Sunday,4,7,45,7475,306,196649,3.80118892,0.155607199,262198.6667,3.956796119
Video,PSYCHO FRIEND SMASHES MY LAPTOP! (Mc Juggernuggets Parody),04-09-2023,2023,hd,FALSE,Friday,4,8,92,8499,818,184680,4.602014295,0.442928308,120443.4783,5.044942603
Video,FREE TO USE BO3 GAMEPLAY - 1080p,05-09-2023,2023,hd,FALSE,Tuesday,12,7,165,1441,123,36527,3.945026966,0.336737208,13282.54545,4.281764174
Video,Double Agent (Short Film),06-09-2023,2023,hd,FALSE,Sunday,3,4,468,3962,400,86176,4.597567768,0.464166357,11048.20513,5.061734126
Video,YOU ONLY DO YOUTUBE FOR VIEWS,07-09-2023,2023,hd,FALSE,Thursday,11,6,334,2496,231,41469,6.018953917,0.55704261,7449.520958,6.575996528
Video,10000 QNA With MUM,08-09-2023,2023,hd,FALSE,Thursday,9,4,236,10383,1600,212835,4.87842695,0.751756055,54110.59322,5.630183006
Video,Why I Stopped Playing Video Games - Video Game Commentary,09-09-2023,2023,hd,FALSE,Sunday,11,10,284,1227,182,39707,3.090135241,0.458357468,8388.802817,3.548492709
Video,Beasts Room Tour,10-09-2023,2023,hd,FALSE,Saturday,3,3,222,8457,470,205623,4.112866751,0.228573652,55573.78378,4.341440403
Video,YOUTUBE RED STEALS CONTENT CREATORS MONEY? What Is Youtube Red?,11-09-2023,2023,hd,FALSE,Wednesday,14,10,326,1715,180,27984,6.128502001,0.6432247,5150.429448,6.771726701
Video,Millions Of Views!,12-09-2023,2023,hd,FALSE,Sunday,6,3,227,13287,1274,340197,3.905678181,0.374488899,89919.91189,4.28016708
Video,How To Get 1000 Subscribers On Youtube - Vlogs Gaming,13-09-2023,2023,hd,FALSE,Thursday,16,10,214,3221,498,57754,5.577102885,0.862277937,16192.71028,6.439380822
Video,High School Education Be Like (Paying Taxes),14-09-2023,2023,hd,FALSE,Wednesday,6,7,166,1225,187,27816,4.403940178,0.67227495,10053.9759,5.076215128
Video,I Got Bored Of Studying So This Happened,15-09-2023,2023,hd,FALSE,Tuesday,3,8,129,10994,700,299679,3.66859206,0.233583267,139385.5814,3.902175328
Video,Best Microphone For Youtube (Gaming Commentaries Vocals Singing Podcast),16-09-2023,2023,hd,FALSE,Sunday,13,9,217,1201,200,29201,4.112872847,0.684908051,8074.009217,4.797780898
Video,9k Subs - Channel Talk,17-09-2023,2023,hd,FALSE,Saturday,3,5,275,2494,646,60410,4.128455554,1.069359378,13180.36364,5.197814931
Video,How Much Money Does Bill Gates Make / Have - Billionaire,18-09-2023,2023,hd,FALSE,Friday,17,11,244,2571,317,69323,3.70872582,0.457279691,17046.63934,4.16600551
Video,MrBeast6000s Channel Trailer,19-09-2023,2023,hd,FALSE,Thursday,3,3,115,124248,13588,1513680,8.20833994,0.897679827,789746.087,9.106019766
Video,Best Non-Copyrighted Songs For Videos! (Intros Vlogs Gaming Trailers) 2016,20-09-2023,2023,hd,FALSE,Monday,15,10,179,1941,248,57719,3.362844124,0.429667874,19347.15084,3.792511998
Video,Is Being A Youtuber Hard? Is Being A Youtuber Worth It?,21-09-2023,2023,hd,FALSE,Sunday,13,11,321,2903,559,59296,4.895777118,0.942728009,11083.36449,5.838505127
Video,Best Green Screen Lighting Ever? (Joking Obviously),22-09-2023,2023,hd,FALSE,Saturday,12,7,207,5899,436,193302,3.051701483,0.225553797,56029.56522,3.277255279
Video,How Do Youtubers Make Money? How Do Youtubers Get Paid?,23-09-2023,2023,hd,FALSE,Tuesday,12,10,366,2398,427,59609,4.022882451,0.716334782,9771.967213,4.739217232
Video,Increase Youtube Views 2015! COMMUNITY CHANNELS - Boosting Youtube Views,24-09-2023,2023,hd,FALSE,Sunday,11,10,232,948,186,25291,3.748368985,0.735439484,6540.775862,4.483808469
Video,Originality - A Youtube Poem By MrBeast6000,25-09-2023,2023,hd,FALSE,Saturday,7,7,108,1314,224,27862,4.716100782,0.803962386,15478.88889,5.520063168
Video,Stupid Things People Search On Google,26-09-2023,2023,hd,FALSE,Friday,7,6,369,72889,4336,1342981,5.427403664,0.322863838,218370.8943,5.750267502
Video,Ad Blocker For Chrome and Mobile Should You Use It?,27-09-2023,2023,hd,FALSE,Wednesday,14,10,315,2636,465,65002,4.055259838,0.715362604,12381.33333,4.770622442
Video,PC Master Race Vs Console Peasants,28-09-2023,2023,hd,FALSE,Monday,12,6,119,1962,256,35255,5.565168061,0.726138136,17775.63025,6.291306198
Video,Shia Labeouf Motivates Youtubers!,29-09-2023,2023,hd,FALSE,Saturday,6,4,88,5126,331,141749,3.616251261,0.233511348,96647.04545,3.849762609
Video,Knives In Video Games Cost More Than Real Life????,30-09-2023,2023,hd,FALSE,Friday,13,9,223,1434,219,36520,3.926615553,0.599671413,9826.008969,4.526286966
Video,Why I Sold My PS4 Not A Gaming Channel???,01-10-2023,2023,hd,FALSE,Friday,9,9,246,1548,256,33904,4.56583294,0.755073148,8269.268293,5.320906088
Video,Selling PS4 For $250 + Elgato For $100!,02-10-2023,2023,hd,FALSE,Wednesday,9,8,158,1000,234,28705,3.483713639,0.815188991,10900.63291,4.29890263
Video,Do Tags Do Anything On Youtube?????,03-10-2023,2023,hd,FALSE,Sunday,11,6,217,3441,485,70509,4.880228056,0.687855451,19495.57604,5.568083507
Video,Bronze And Platinum Play Buttons?????,04-10-2023,2023,hd,FALSE,Sunday,16,5,263,18599,2179,574794,3.235767945,0.379092336,131131.711,3.61486028
Video,7k SUBS! Smashing Ghost + AW! Plus Channel Talk!,05-10-2023,2023,hd,FALSE,Wednesday,15,9,298,2311,335,44591,5.182660178,0.751272678,8978.053691,5.933932856
Video,Exility vs Dr.Pineapplez - Misleading Contest!,06-10-2023,2023,hd,FALSE,Tuesday,14,6,259,4111,792,36615,11.22763895,2.163047931,8482.239382,13.39068688
Video,6 Uses For Your Advanced Warfare Disk!,07-10-2023,2023,hd,FALSE,Monday,11,7,65,1034,142,23603,4.380799051,0.601618438,21787.38462,4.982417489
Video,MrBeast’s Outro Song,08-10-2023,2023,hd,FALSE,Saturday,5,3,131,360895,19433,7805473,4.623614738,0.248966334,3575025.802,4.872581072
Video,Watching Video Games Is A Waste Of Time????,09-10-2023,2023,hd,FALSE,Saturday,13,8,250,777,194,21451,3.622208755,0.904386742,5148.24,4.526595497
Video,Pewdiepies Shoutout What Would You Do If You Won?,10-10-2023,2023,hd,FALSE,Saturday,17,9,278,1682,273,30732,5.473122478,0.888324873,6632.805755,6.361447351
Video,How I Will Survive The Zombie Apocalypse!,11-10-2023,2023,hd,FALSE,Monday,10,7,361,5914,737,184715,3.201689089,0.398993043,30700.55402,3.600682132
Video,How Much Money Do Youtubers Make? Real Numbers!,12-10-2023,2023,hd,FALSE,Sunday,14,8,194,5301,392,160244,3.308080178,0.244626944,49560,3.552707122
Video,HONEST Shout Out Sunday! Free Subscribers!,13-10-2023,2023,hd,FALSE,Sunday,9,6,210,746,286,20913,3.567159183,1.367570411,5975.142857,4.934729594
Video,Social Media As A Job????,14-10-2023,2023,hd,FALSE,Saturday,10,5,189,881,264,21237,4.14842021,1.243113434,6741.904762,5.391533644
Video,Airplane Pilots Last Words Before Death,15-10-2023,2023,hd,FALSE,Friday,10,6,149,1836,168,84837,2.164150076,0.198026804,34162.55034,2.36217688
Video,How Much Do T.V. Commercials Cost?????,16-10-2023,2023,hd,FALSE,Friday,13,6,209,801,124,24076,3.326964612,0.51503572,6911.770335,3.842000332
Video,How To Tweet When Youre Dead! DEADSOCIAL Facebook And Instagram Also!,17-10-2023,2023,hd,FALSE,Thursday,13,11,269,884,152,21213,4.167255928,0.716541743,4731.524164,4.883797671
Video,My Favorite FaZe Clan Members?????,18-10-2023,2023,hd,FALSE,Wednesday,8,5,234,1468,210,30763,4.771966323,0.682638234,7887.948718,5.454604557
Video,MrBeast6000Subs,19-10-2023,2023,hd,FALSE,Sunday,3,1,332,19932,2635,300220,6.639131304,0.877689694,54256.62651,7.516820998
Video,Youtube Networking - Aka Fake Likes Subs And Comments,20-10-2023,2023,hd,FALSE,Friday,10,9,268,1220,190,21294,5.729313422,0.892270123,4767.313433,6.621583545
Video,I Hate Youtubers That Ask For Likes,21-10-2023,2023,hd,FALSE,Thursday,13,7,256,7977,681,126077,6.327085829,0.540146101,29549.29688,6.86723193
Video,My Mom Found My Channel!! :0,22-10-2023,2023,hd,FALSE,Thursday,11,6,272,22951,2278,616241,3.724354595,0.369660571,135935.5147,4.094015166
Video,1080p FREE TO USE BLACK OPS 3 GAMEPLAY,23-10-2023,2023,hd,FALSE,Wednesday,11,8,143,1299,161,49711,2.61310374,0.32387198,20857.76224,2.93697572
Video,Black Ops 3 First Impressions My First Game,24-10-2023,2023,hd,FALSE,Wednesday,8,8,221,778,208,23903,3.254821571,0.870183659,6489.502262,4.125005229
Video,Dogs Opinions On Youtubers Getting BO3 Early,25-10-2023,2023,hd,FALSE,Tuesday,7,7,76,1834,151,46292,3.961807656,0.32619027,36546.31579,4.287997926
Video,BO3,26-10-2023,2023,hd,FALSE,Tuesday,13,1,221,15558,747,469724,3.312157778,0.159029558,127526.8778,3.471187336
Video,Xbox One Destroyer? COD Advertisement Is Free,27-10-2023,2023,hd,FALSE,Tuesday,16,7,248,833,171,23400,3.55982906,0.730769231,5661.290323,4.290598291
Video,What Is Yanet Actually Thinking?????,28-10-2023,2023,hd,FALSE,Monday,11,5,189,2117,188,95092,2.226265091,0.197703277,30187.93651,2.423968367
Video,Modern Art Is A Joke,29-10-2023,2023,hd,FALSE,Saturday,7,5,176,1579,140,38484,4.103003846,0.363787548,13119.54545,4.466791394
Video,5 Steps To Becoming Successful On Youtube!,30-10-2023,2023,hd,FALSE,Friday,10,7,193,2169,298,44309,4.895168025,0.672549595,13774.81865,5.567717619
Video,Time,31-10-2023,2023,hd,FALSE,Thursday,4,1,141,1345,237,43288,3.107096655,0.547495842,18420.42553,3.654592497
Video,Beast $500ish Youtube PC Great For Making Videos!,01-11-2023,2023,hd,FALSE,Wednesday,7,8,244,1050,170,43887,2.392508032,0.387358443,10791.88525,2.779866475
Video,5000 Hype,02-11-2023,2023,hd,FALSE,Tuesday,3,2,185,2276,495,83840,2.714694656,0.590410305,27191.35135,3.305104962
Video,What Is Crohns Disease?????,03-11-2023,2023,hd,FALSE,Monday,7,4,261,4326,521,142491,3.03598122,0.365637128,32756.55172,3.401618348
Video,Leaving For 7 Days,04-11-2023,2023,hd,FALSE,Sunday,3,4,431,928,175,30089,3.084183589,0.581607897,4188.723898,3.665791485
Video,Motivation For Youtube - Ultimate Small Youtuber Motivation #2,05-11-2023,2023,hd,FALSE,Saturday,9,9,209,4337,552,93798,4.623765965,0.588498689,26927.6555,5.212264654
Video,Should I Buy An Elgato Game Capture??,06-11-2023,2023,hd,FALSE,Friday,7,7,177,641,222,20973,3.056310494,1.058503791,7109.491525,4.114814285
Video,Fanboy Opinions On Black Ops 3,07-11-2023,2023,hd,FALSE,Thursday,11,6,236,585,161,21255,2.752293578,0.757468831,5403.813559,3.509762409
Video,Big Channels Starting Over???,08-11-2023,2023,hd,FALSE,Wednesday,8,4,199,662,115,23987,2.75982824,0.479426356,7232.261307,3.239254596
Video,SAT And Some Random Stuff,09-11-2023,2023,hd,FALSE,Tuesday,10,5,206,642,251,21771,2.948876946,1.152909834,6341.067961,4.101786781
Video,How Many Youtubers Are Millionaires???,10-11-2023,2023,hd,FALSE,Tuesday,8,5,169,1112,211,51750,2.148792271,0.407729469,18372.78107,2.556521739
Video,Always Changing My Name? Mr.Beast or MrBeast6000,11-11-2023,2023,hd,FALSE,Monday,3,7,161,3351,496,121148,2.766038234,0.409416581,45148.32298,3.175454816
Video,How Much Youtube Money Do I Make???,12-11-2023,2023,hd,FALSE,Monday,11,7,148,8155,542,322900,2.525549706,0.167853825,130905.4054,2.693403531
Video,Am I Ian From Smosh????,13-11-2023,2023,hd,FALSE,Sunday,3,5,138,7405,466,428940,1.726348673,0.108639903,186495.6522,1.834988576
Video,How Do You Turn Off A PS4? Xbox Noob In Need Of Help,14-11-2023,2023,hd,FALSE,Saturday,13,13,72,1459,285,59873,2.436824612,0.476007549,49894.16667,2.912832161
Video,New Optic Gaming Gear Coming To Advanced Warfare My Thoughts,15-11-2023,2023,hd,FALSE,Saturday,14,10,151,638,217,21293,2.996289861,1.019114263,8460.794702,4.015404123
Video,Youtube Collabs? Collabbing with Mr.Beast?,16-11-2023,2023,hd,FALSE,Saturday,7,5,213,1445,189,55965,2.581970875,0.337711069,15764.78873,2.919681944
Video,Sacrifices And Youtube,17-11-2023,2023,hd,FALSE,Friday,6,3,219,1085,274,21375,5.076023392,1.281871345,5856.164384,6.357894737
Video,5$ To Advertise Your Youtube Channel???,18-11-2023,2023,hd,FALSE,Friday,12,6,121,2199,251,97031,2.266286032,0.258680216,48114.54545,2.524966248
Video,Reuploading Other Youtubers Videos? Stealing Big Youtubers Videos.,19-11-2023,2023,hd,FALSE,Thursday,8,8,254,733,141,29798,2.459896637,0.47318612,7038.897638,2.933082757
Video,4k Subscribers! First Channel Story!,20-11-2023,2023,hd,FALSE,Thursday,11,5,314,2186,375,59878,3.650756538,0.626273423,11441.65605,4.277029961
Video,People Who Got Rich From Movie Trailers On Youtube,21-11-2023,2023,hd,FALSE,Wednesday,14,9,206,1175,235,62826,1.870244803,0.374048961,18298.83495,2.244293764
Video,Beast Gaming Set Up #almost4k,22-11-2023,2023,hd,FALSE,Wednesday,11,5,151,1778,337,51996,3.419493807,0.648126779,20660.66225,4.067620586
Video,Advanced Warfare DLC 4 Honest Parody,23-11-2023,2023,hd,FALSE,Wednesday,10,6,157,700,189,20885,3.351687814,0.90495571,7981.528662,4.256643524
Video,Worlds Worst Thieves,24-11-2023,2023,hd,FALSE,Tuesday,7,3,209,1525,172,53714,2.839110846,0.320214469,15420.28708,3.159325316
Video,VANOSSGAMING IS IN TROUBLE,25-11-2023,2023,hd,FALSE,Monday,7,4,173,3360,557,203668,1.649743701,0.273484298,70636.30058,1.923227999
Video,SpiderMan Robs Walmart?????,26-11-2023,2023,hd,FALSE,Sunday,10,3,187,675,132,22156,3.046578805,0.595775411,7108.877005,3.642354216
Video,My Upload For ThunderstruckGaming,27-11-2023,2023,hd,FALSE,Saturday,1,4,220,604,102,22386,2.698114893,0.455641919,6105.272727,3.153756812
Video,Best FNAF 4 Fake Reactions! So Funny lol,28-11-2023,2023,hd,FALSE,Saturday,1,8,147,2022,343,59956,3.372473147,0.572086197,24471.83673,3.944559344
Video,How Many People Get The Diamond Play Button?????,29-11-2023,2023,hd,FALSE,Saturday,19,8,236,17225,2786,1727022,0.99738162,0.161318153,439073.3898,1.158699773
Video,Supply Drops For Charity! Ep #2,30-11-2023,2023,hd,FALSE,Friday,8,6,302,942,492,20983,4.48934852,2.344755278,4168.807947,6.834103798
Video,Best Thing To Happen To This Channel?????,01-12-2023,2023,hd,FALSE,Thursday,7,7,88,702,125,20918,3.355961373,0.59757147,14262.27273,3.953532843
Video,Supply Drop Challenge For Charity,02-12-2023,2023,hd,FALSE,Wednesday,6,5,295,1040,312,21134,4.920980411,1.476294123,4298.440678,6.397274534
Video,FaZe Clan Vs Pewdiepie Who Would Win?????,03-12-2023,2023,hd,FALSE,Tuesday,7,7,171,840,153,33705,2.492211838,0.453938585,11826.31579,2.946150423
Video,FaZe Adapt Stuttertage,04-12-2023,2023,hd,FALSE,Monday,9,3,284,2647,363,74389,3.558321795,0.487975373,15715.98592,4.046297168
Video,The COD Community? Sleeping With Your Mom?,05-12-2023,2023,hd,FALSE,Sunday,8,7,183,798,260,21111,3.780019895,1.231585429,6921.639344,5.011605324
Video,Exility And Some Other Stuff - Update Vid,06-12-2023,2023,hd,FALSE,Saturday,10,8,285,10581,3304,38977,27.14677887,8.476794007,8205.684211,35.62357288
Video,Every Minecraft Lets Play Ever In Under A Minute,07-12-2023,2023,hd,FALSE,Thursday,6,9,60,2513,258,70566,3.561205113,0.365615169,70566,3.926820282
Video,Why I deleted Todays First Upload,08-12-2023,2023,hd,FALSE,Thursday,1,6,115,1072,183,36868,2.907670609,0.496365412,19235.47826,3.40403602
Video,What Is Spam404?????,09-12-2023,2023,hd,FALSE,Wednesday,8,3,311,743,204,30354,2.447782829,0.672069579,5856.07717,3.119852408
Video,The History Of Pewdiepie In 2 Minutes,10-12-2023,2023,hd,FALSE,Tuesday,9,7,126,5402,511,152661,3.538559292,0.334728582,72695.71429,3.873287873
Video,TWITCH STREAMERS REACT TO RECEIVING THOUSANDS FROM SAME GUY!,11-12-2023,2023,hd,FALSE,Monday,1,9,452,1751,265,186948,0.936624088,0.141750647,24816.10619,1.078374735
Video,I Hate Spam On Youtube,12-12-2023,2023,hd,FALSE,Sunday,1,5,189,779,290,20910,3.725490196,1.386896222,6638.095238,5.112386418
Video,INSANE TRIPLE LEGENDARY SUPPLY DROP! BEST OPENING YET?,13-12-2023,2023,hd,FALSE,Saturday,16,8,209,698718,280,35536,1966.225799,0.787933363,10201.72249,1967.013733
Video,Low Bridge Causes Dozens Of Wrecks! 11-8 Bridge,14-12-2023,2023,hd,FALSE,Friday,1,8,223,986,322,21563,4.572647591,1.493298706,5801.704036,6.065946297
Video,3k HYPE,15-12-2023,2023,hd,FALSE,Friday,1,2,203,2905,535,80777,3.596320735,0.662317244,23874.97537,4.258637979
Video,How To Become A Gaming Youtuber! All You Need To Know!,16-12-2023,2023,hd,FALSE,Wednesday,11,11,422,826,155,21159,3.903776171,0.732548797,3008.388626,4.636324968
Video,My Solution For The Theft At The FaZe House - @FaZe_Rain @FaZeAdapt,17-12-2023,2023,hd,FALSE,Wednesday,8,12,187,549,108,23122,2.374362079,0.467087622,7418.823529,2.841449702
Video,5 Popular Channels That Were Terminated,18-12-2023,2023,hd,FALSE,Tuesday,6,6,300,4295,1088,121793,3.526475249,0.893318992,24358.6,4.419794241
Video,What Is Youtube Terms Of Service?????,19-12-2023,2023,hd,FALSE,Tuesday,13,6,249,783,184,30515,2.565951172,0.60298214,7353.012048,3.168933311
Video,Do You Think You Will Be Famous?????,20-12-2023,2023,hd,FALSE,Monday,7,7,224,2196,547,76773,2.860380603,0.712490068,20564.19643,3.572870671
Video,What Is Swatting? Why I hate It!,21-12-2023,2023,hd,FALSE,Sunday,8,7,259,1956,217,63817,3.065014024,0.340034787,14783.861,3.405048811
Video,Reddit Is In Chaos After Firing Victoria,22-12-2023,2023,hd,FALSE,Friday,1,7,106,583,132,26472,2.202326987,0.498640073,14984.15094,2.70096706
Video,Paid Promotion On Youtube Good?,23-12-2023,2023,hd,FALSE,Friday,7,5,439,682,130,30859,2.210052173,0.421270942,4217.630979,2.631323115
Video,How To Gain Youtube Success,24-12-2023,2023,hd,FALSE,Thursday,6,5,162,1932,236,46862,4.122743374,0.503606333,17356.2963,4.626349708
Video,FaZe Members Reactions To Joining Faze,25-12-2023,2023,hd,FALSE,Wednesday,8,6,191,12873,685,539725,2.385103525,0.126916485,169547.1204,2.51202001
Video,Battle of The Beasts Round 2 Winners!,26-12-2023,2023,hd,FALSE,Wednesday,1,7,847,554,176,21065,2.629954901,0.835509138,1492.207792,3.46546404
Video,Youtube In 10 Years?????,27-12-2023,2023,hd,FALSE,Tuesday,12,4,188,2926,1075,97881,2.989344204,1.098272392,31238.61702,4.087616596
Video,The Ultimate Motivation For Small Youtubers,28-12-2023,2023,hd,FALSE,Monday,6,6,164,10644,1783,198174,5.371037573,0.899714392,72502.68293,6.270751965
Video,How Much Does Pewdiepie Make?,29-12-2023,2023,hd,FALSE,Sunday,9,5,233,1799,175,95890,1.87610804,0.182500782,24692.70386,2.058608823
Video,Random Stuff You Dont Care About,30-12-2023,2023,hd,FALSE,Saturday,8,6,142,872,213,21566,4.043401651,0.98766577,9112.394366,5.031067421
Video,Battle Of The Beast Round 1 Winners!,31-12-2023,2023,hd,FALSE,Tuesday,11,7,553,549,123,21247,2.583894197,0.578905257,2305.280289,3.162799454
Video,The Truth About Big Community Channels,01-01-2024,2024,hd,FALSE,Monday,17,6,273,814,416,21106,3.856723207,1.971003506,4638.681319,5.827726713
Video,WORLDS FIRST BLACK OPS 3 GUN SYNC!!,02-01-2024,2024,hd,FALSE,Monday,20,7,81,1035,137,35444,2.920099312,0.386525223,26254.81481,3.306624534
Video,Insane Gun Sync - 7 Hours To Make,03-01-2024,2024,hd,FALSE,Sunday,17,8,134,902,174,20987,4.297898699,0.829084671,9397.164179,5.126983371
Video,Battle of The Beasts Bracket!!!! (Not accepting anymore),04-01-2024,2024,hd,FALSE,Saturday,11,8,98,534,137,21266,2.511050503,0.644220822,13020,3.155271325
Video,Free To Use Advanced Warfare Gameplay! 2015,05-01-2024,2024,hd,FALSE,Friday,16,7,125,583,128,21417,2.72213662,0.597656068,10280.16,3.319792688
Video,Battle Of The Beast Tournament UPDATE!,06-01-2024,2024,hd,FALSE,Thursday,11,6,152,739,299,20938,3.529467953,1.428025599,8265,4.957493552
Video,My Top 5 Favorite Things At E3 2015,07-01-2024,2024,hd,FALSE,Thursday,9,8,150,709,255,21176,3.348129958,1.204193427,8470.4,4.552323385
Video,Battle Of The Beasts (youtubers needed),08-01-2024,2024,hd,FALSE,Wednesday,12,6,183,620,175,22706,2.7305558,0.770721395,7444.590164,3.501277195
Video,History Of COD Part 2! Black Ops 1 - History Of COD On Youtube!,09-01-2024,2024,hd,FALSE,Saturday,21,14,946,627,131,21363,2.934981042,0.613209755,1354.947146,3.548190797
Video,How Did Notch Become A Billionaire? How Much Did Minecraft Sell For?????,10-01-2024,2024,hd,FALSE,Friday,18,12,216,1625,185,49410,3.288807934,0.374418134,13725,3.663226068
Video,Top 10 Richest Gaming Youtubers?????,11-01-2024,2024,hd,FALSE,Thursday,17,5,245,3679,326,92808,3.964097923,0.351262822,22728.4898,4.315360745
Video,Markiplier Is A Great Man! Sub shodleech!,12-01-2024,2024,hd,FALSE,Tuesday,13,7,123,1441,137,93509,1.541028136,0.146509962,45614.14634,1.687538098
Video,Insane Advanced Warfare Hacker!,13-01-2024,2024,hd,FALSE,Sunday,15,4,134,653,123,21025,3.105826397,0.585017836,9414.179104,3.690844233
Video,What Is Considered A Bad Video On Youtube????? #karnageRC,14-01-2024,2024,hd,FALSE,Sunday,11,9,252,811,115,31934,2.539612952,0.360117743,7603.333333,2.899730695
Video,I Think I Am Going For The #KarnageRC,15-01-2024,2024,hd,FALSE,Friday,11,8,232,660,258,21119,3.125147971,1.221648752,5461.810345,4.346796723
Video,Every FaZe Video Ever #karnageRC,16-01-2024,2024,hd,FALSE,Thursday,11,5,197,884,101,25919,3.41062541,0.389675528,7894.111675,3.800300938
Video,How Much Money Do You Make As An Uber Driver??????,17-01-2024,2024,hd,FALSE,Sunday,18,10,304,480,80,23869,2.010976581,0.335162763,4710.986842,2.346139344
Video,How Much Does Faze Rains Giveaway Cost??????,18-01-2024,2024,hd,FALSE,Saturday,15,7,73,519,89,20920,2.480879541,0.42543021,17194.52055,2.906309751
Video,MY MESSAGE TO COD YOUTUBERS (Watch till end plz),19-01-2024,2024,hd,FALSE,Friday,16,9,292,642,137,24112,2.662574652,0.568181818,4954.520548,3.23075647
Video,Best Of FlipArtz - His Best Advanced Supply Drops EVER!,20-01-2024,2024,hd,FALSE,Friday,20,10,640,716,104,40142,1.783667979,0.259080265,3763.3125,2.042748244
Video,Summer Is Finally Here!,21-01-2024,2024,hd,FALSE,Thursday,11,4,146,569,139,24215,2.349783192,0.574024365,9951.369863,2.923807557
Video,Why Are Things Unbalanced In Video Games?????,22-01-2024,2024,hd,FALSE,Thursday,11,7,210,694,119,35865,1.935034156,0.331799805,10247.14286,2.266833961
Video,New Channel?,23-01-2024,2024,hd,FALSE,Saturday,11,2,296,3284,429,93521,3.511510784,0.458720501,18956.95946,3.970231285
Video,Youtube Freinds,24-01-2024,2024,hd,FALSE,Saturday,11,2,279,974,137,45674,2.132504269,0.299951833,9822.365591,2.432456102
